flight_number,departure_station_code,arrival_station_code,scheduled_departure_dtl,entree_product_id,entree_description,entree_code,planned_entree_count,consumed_entree_count
2381,ORX,DEX,9/7/2022,60983,Zatar chicken,C,12,10
2359,IAX,SAX,9/7/2022,58272,Horchata steel cut oatmeal,OM,1,0
2243,ORX,LAX,9/8/2022,58981,Scrambled eggs,O,13,0
1772,SEX,ORX,9/8/2022,58019,Belgium waffle,WF,10,7
2134,EWX,DEX,9/2/2022,58981,Scrambled eggs,O,11,6
2341,ORX,MCX,9/2/2022,61360,Brioche cheeseburger,B,10,5
1602,PHX,EWX,9/3/2022,60983,Zatar chicken,C,11,3
2305,SAX,IAX,9/5/2022,58110,Vegetarian entree,V,12,4
2172,GRX,DEX,9/8/2022,60983,Zatar chicken,C,12,0
2231,ORX,DFX,9/10/2022,60983,Zatar chicken,C,8,0
670,EWX,AUX,9/1/2022,61524,Scrambled eggs,O,6,5
2667,DEX,SNX,9/3/2022,58272,Horchata steel cut oatmeal,OM,1,0
1525,IAX,EWX,9/2/2022,58019,Belgium waffle,WF,15,11
231,DCX,IAX,9/7/2022,58981,Scrambled eggs,O,8,6
2391,LAX,IAX,9/11/2022,60983,Zatar chicken,C,20,18
1276,SEX,IAX,9/12/2022,60987,Impossible Meatball Bowl,V,16,0
2452,SAX,SFX,9/16/2022,58019,Belgium waffle,WF,16,4
705,IAX,EWX,9/18/2022,60983,Zatar chicken,C,14,5
524,JFX,SFX,9/20/2022,61475,Grilled chicken,C,11,0
236,IAX,LGX,9/2/2022,58272,Horchata steel cut oatmeal,OM,1,0
470,IAX,ORX,9/4/2022,58981,Scrambled eggs,O,20,20
1143,SAX,IAX,9/6/2022,58019,Belgium waffle,WF,8,0
1042,SAX,ORX,9/9/2022,60987,Impossible Meatball Bowl,V,6,4
1729,SFX,CLX,9/10/2022,58764,Mediterranean Falafel Bowl,V,3,0
2341,ORX,MCX,9/11/2022,60987,Impossible Meatball Bowl,V,10,1
1291,IAX,SAX,9/25/2022,60983,Zatar chicken,C,12,0
618,DEX,ORX,9/30/2022,60987,Impossible Meatball Bowl,V,6,0
2452,SFX,EWX,9/30/2022,52192,ASIAN VEGETARIAN MEAL,AV,2,0
615,IAX,SMX,9/30/2022,61360,Brioche cheeseburger,B,2,0
1500,EWX,LAX,9/18/2022,61945,Monterey jack and red pepper egg white bites,E,93,19
2493,SEX,IAX,9/18/2022,60987,Impossible Meatball Bowl,V,16,6
504,IAX,ORX,9/22/2022,60987,Impossible Meatball Bowl,V,11,0
2341,ORX,MCX,9/23/2022,60987,Impossible Meatball Bowl,V,8,0
1194,IAX,IAX,9/25/2022,60987,Impossible Meatball Bowl,V,16,11
1615,JAX,ORX,9/28/2022,61529,Zatar chicken,C,7,6
1521,MCX,DEX,9/7/2022,60987,Impossible Meatball Bowl,V,8,0
2607,LAX,IAX,9/7/2022,61529,Zatar chicken,C,5,3
1778,EWX,IAX,9/8/2022,61360,Brioche cheeseburger,B,3,0
2236,SFX,MSX,9/9/2022,58574,Belgium waffle,WF,6,6
2239,SMX,ORX,9/9/2022,60987,Impossible Meatball Bowl,V,6,0
648,BOX,DEX,9/14/2022,58981,Scrambled eggs,O,20,10
1154,EWX,LAX,9/14/2022,56447,Kosher Meal,KS,3,1
2475,ORX,DEX,9/16/2022,58272,Horchata steel cut oatmeal,OM,3,3
1095,DEX,YYX,9/22/2022,61360,Brioche cheeseburger,B,4,0
1769,ORX,LAX,9/24/2022,60987,Impossible Meatball Bowl,V,6,6
1991,EWX,PDX,9/26/2022,58019,Belgium waffle,WF,18,8
1549,IAX,DEX,9/13/2022,60983,Zatar chicken,C,12,0
2151,IAX,YYX,9/18/2022,58981,Scrambled eggs,O,16,0
2189,DEX,FLX,9/18/2022,60983,Zatar chicken,C,13,0
2487,TPX,ORX,9/23/2022,58981,Scrambled eggs,O,8,8
2484,ORX,PDX,9/24/2022,58766,Gingerbread French Toast,FT,3,3
619,IAX,TPX,9/30/2022,58981,Scrambled eggs,O,18,0
4808,IAX,YYX,9/1/2022,57994,Classic selection cheese tray,O,5,5
2679,ORX,SFX,9/2/2022,58563,Tomato and kale baked egg,E,3,3
286,ORX,SNX,9/13/2022,58272,Horchata steel cut oatmeal,OM,2,1
1614,EWX,MCX,9/13/2022,60549,Vegetarian chili and polenta cake,V,1,0
516,JFX,LAX,9/14/2022,54076,Cacio e Pepe ravioli,P,5,0
2344,RSX,DEX,9/14/2022,60987,Impossible Meatball Bowl,V,12,0
292,IAX,SMX,9/16/2022,53130,ASIAN VEGETARIAN MEAL,AV,1,0
490,DEX,IAX,9/22/2022,60987,Impossible Meatball Bowl,V,12,2
423,DEX,BOX,9/29/2022,60987,Impossible Meatball Bowl,V,8,8
2336,LAX,EWX,9/9/2022,50950,Butternut squash ravioli,P,5,0
1463,SEX,DEX,9/9/2022,58981,Scrambled eggs,O,20,20
701,ORX,DEX,9/12/2022,60983,Zatar chicken,C,24,0
701,ORX,DEX,9/12/2022,60987,Impossible Meatball Bowl,V,16,0
1753,EWX,RSX,9/13/2022,60987,Impossible Meatball Bowl,V,6,0
2201,EWX,SAX,9/14/2022,60987,Impossible Meatball Bowl,V,4,0
2295,EWX,LAX,9/26/2022,61360,Brioche cheeseburger,B,6,2
480,CVX,DEX,9/4/2022,61530,Impossible Meatball Bowl,V,5,2
497,DEX,MSX,9/6/2022,60549,Vegetarian chili and polenta cake,V,2,0
1408,IAX,LAX,9/8/2022,58019,Belgium waffle,WF,9,3
207,BOX,IAX,9/9/2022,57548,Chicken breast stuffed with mozzarella and sun-dried tomatoes,C,5,0
1824,SFX,DEX,9/9/2022,60983,Zatar chicken,C,9,0
720,CHX,DEX,9/10/2022,61530,Impossible Meatball Bowl,V,5,0
1022,EWX,PTX,9/11/2022,60983,Zatar chicken,C,10,10
330,DEX,BNX,9/25/2022,61530,Impossible Meatball Bowl,V,3,0
2449,EWX,MIX,9/11/2022,60983,Zatar chicken,C,8,0
2188,SFX,BOX,9/12/2022,58019,Belgium waffle,WF,18,3
2045,EWX,DEX,9/1/2022,60549,Vegetarian chili and polenta cake,V,4,0
601,EWX,LAX,9/3/2022,56449,Kosher Meal,KS,1,1
1958,PHX,IAX,9/6/2022,61524,Scrambled eggs,O,6,6
2390,ORX,RSX,9/7/2022,60987,Impossible Meatball Bowl,V,5,0
330,DEX,BNX,9/9/2022,61530,Impossible Meatball Bowl,V,5,2
1589,FLX,ORX,9/12/2022,60987,Impossible Meatball Bowl,V,16,18
1870,SFX,IAX,9/13/2022,53106,ASIAN VEGETARIAN MEAL,AV,1,0
2368,PIX,SFX,9/2/2022,58981,Scrambled eggs,O,10,9
2299,IAX,MCX,9/2/2022,58981,Scrambled eggs,O,7,6
1468,DEX,EWX,9/2/2022,60987,Impossible Meatball Bowl,V,6,0
2001,EWX,IAX,9/5/2022,61360,Brioche cheeseburger,B,2,0
1758,PIX,DEX,9/6/2022,60983,Zatar chicken,C,12,0
2306,ORX,SEX,9/8/2022,60983,Zatar chicken,C,12,12
1889,ORX,LAX,9/12/2022,58019,Belgium waffle,WF,10,0
678,ORX,BOX,9/13/2022,61360,Brioche cheeseburger,B,3,0
2359,IAX,SAX,9/13/2022,58981,Scrambled eggs,O,8,4
1876,FLX,EWX,9/15/2022,61530,Impossible Meatball Bowl,V,5,0
2028,MSX,EWX,9/15/2022,61530,Impossible Meatball Bowl,V,5,2
718,IAX,DEX,9/18/2022,60983,Zatar chicken,C,17,0
1195,ORX,SEX,9/21/2022,58981,Scrambled eggs,O,12,12
1808,PBX,EWX,9/23/2022,60987,Impossible Meatball Bowl,V,12,10
6150,IAX,GSX,9/25/2022,60985,Zatar chicken,C,7,4
479,DEX,ORX,9/28/2022,61360,Brioche cheeseburger,B,4,0
2318,EWX,AUX,9/29/2022,58563,Tomato and kale baked eggwhite pastry with fire ro,E,6,3
538,DEX,YVX,9/29/2022,58574,Belgium waffle,WF,6,4
1174,SJX,EWX,9/2/2022,58109,Chicken breast entree,C,23,0
1449,DEX,LAX,9/3/2022,60983,Zatar chicken,C,13,0
488,SFX,IAX,9/5/2022,61360,Brioche cheeseburger,B,8,0
469,LAX,EWX,9/6/2022,60983,Zatar chicken,C,12,12
1475,EWX,MCX,9/18/2022,60987,Impossible Meatball Bowl,V,5,1
1282,DCX,IAX,9/26/2022,61529,Zatar chicken,C,7,7
695,SFX,KOX,9/28/2022,53014,Thai chicken,C,6,0
1739,IAX,LAX,9/30/2022,61360,Brioche cheeseburger,B,8,4
608,SJX,EWX,9/3/2022,58110,Vegetarian entree,V,6,6
797,IAX,LAX,9/9/2022,58563,Tomato and kale baked egg,E,3,0
1286,IAX,SAX,9/13/2022,60549,Vegetarian chili and polenta cake,V,4,2
1709,DEX,PVX,9/20/2022,58766,Gingerbread French Toast,FT,1,0
222,SFX,MCX,9/4/2022,61360,Brioche cheeseburger,B,2,0
1974,EWX,IAX,9/5/2022,58764,Mediterranean Falafel Bowl,V,2,0
521,SFX,JFX,9/13/2022,58488,Tapas,O2,8,8
1212,DEX,PIX,9/14/2022,60987,Impossible Meatball Bowl,V,7,0
2606,SAX,DEX,9/17/2022,61529,Zatar chicken,C,7,6
2415,DEX,SBX,9/18/2022,61360,Brioche cheeseburger,B,3,0
2665,ORX,SMX,9/18/2022,61529,Zatar chicken,C,7,0
1256,GEX,DEX,9/4/2022,61529,Zatar chicken,C,7,4
477,SFX,ORX,9/4/2022,60987,Impossible Meatball Bowl,V,10,4
2421,IAX,ORX,9/7/2022,60987,Impossible Meatball Bowl,V,9,7
1684,DEX,MCX,9/12/2022,61360,Brioche cheeseburger,B,1,0
2657,IAX,SNX,9/15/2022,60549,Vegetarian chili and polenta cake,V,1,0
2246,ORX,SAX,9/17/2022,60983,Zatar chicken,C,10,0
2200,IAX,DEX,9/22/2022,60983,Zatar chicken,C,10,0
2046,DEX,TPX,9/24/2022,58981,Scrambled eggs,O,8,6
2474,LAX,EWX,9/24/2022,58786,"ENT, BREAKFAST LIGHT REFRESHMENT, UPP",O,24,0
2221,ORX,MIX,9/25/2022,61360,Brioche cheeseburger,B,1,0
2220,LAX,OGX,9/1/2022,60458,Crispy Hawaiian garlic tofu,V,5,2
1282,OGX,LAX,9/2/2022,60458,Crispy Hawaiian garlic tofu,V,6,5
2266,IAX,PIX,9/4/2022,61360,Brioche cheeseburger,B,2,0
665,LAX,ORX,9/8/2022,58981,Scrambled eggs,O,10,0
2234,ORX,FCX,9/4/2022,58981,Scrambled eggs,O,10,0
1112,SFX,LIX,9/5/2022,58563,Tomato and kale baked egg,E,7,0
2146,ORX,PWX,9/7/2022,61529,Zatar chicken,C,6,0
1912,MSX,IAX,9/9/2022,61524,Scrambled eggs,O,6,6
760,RSX,EWX,9/15/2022,60987,Impossible Meatball Bowl,V,6,0
2385,LAX,IAX,9/21/2022,58272,Horchata steel cut oatmeal,OM,2,0
2676,IAX,LAX,9/29/2022,61360,Brioche cheeseburger,B,2,0
2377,LAX,DEX,9/7/2022,58019,Belgium waffle,WF,5,0
790,DEX,SNX,9/11/2022,61360,Brioche cheeseburger,B,5,0
1555,DEX,LGX,9/12/2022,60987,Impossible Meatball Bowl,V,6,0
4661,IAX,YYX,9/15/2022,60985,Zatar chicken,C,7,7
2497,IAX,MCX,9/16/2022,60987,Impossible Meatball Bowl,V,10,5
376,FAX,DEX,9/20/2022,61530,Impossible Meatball Bowl,V,5,3
2035,IAX,SFX,9/24/2022,61360,Brioche cheeseburger,B,2,0
2070,IAX,DSX,9/2/2022,58764,Mediterranean Falafel Bowl,V,2,0
2075,IAX,DEX,9/6/2022,60983,Zatar chicken,C,7,0
289,AUX,ORX,9/7/2022,61529,Zatar chicken,C,7,6
574,SFX,ABX,9/14/2022,58766,Gingerbread French Toast,FT,1,0
2333,SFX,MCX,9/14/2022,58981,Scrambled eggs,O,9,0
828,NRX,GUX,9/16/2022,53268,Penne pasta,P,14,0
512,MIX,IAX,9/17/2022,60987,Impossible Meatball Bowl,V,16,10
1641,SFX,ORX,9/27/2022,60987,Impossible Meatball Bowl,V,7,0
1647,SYX,DEX,9/29/2022,61529,Zatar chicken,C,7,7
1183,DEX,SMX,9/11/2022,58764,Mediterranean Falafel Bowl,V,1,1
2407,ORX,LAX,9/18/2022,60987,Impossible Meatball Bowl,V,7,7
1057,CUX,IAX,9/25/2022,58110,Vegetarian entree,V,16,6
1798,IAX,YVX,9/27/2022,58981,Scrambled eggs,O,9,9
1575,NAX,IAX,9/2/2022,61530,Impossible Meatball Bowl,V,5,2
2123,EWX,PUX,9/4/2022,58981,Scrambled eggs,O,10,0
1913,INX,IAX,9/13/2022,60987,Impossible Meatball Bowl,V,6,3
743,IAX,DFX,9/14/2022,61524,Scrambled eggs,O,8,8
2308,DEX,LIX,9/17/2022,58490,Teriyaki chicken,B,10,10
1722,SFX,KOX,9/18/2022,58049,Cinnamon French toast,FT,4,4
2627,SFX,IAX,9/22/2022,61360,Brioche cheeseburger,B,1,0
2067,ORX,SAX,9/11/2022,58981,Scrambled eggs,O,8,6
623,LAX,ORX,9/11/2022,58272,Horchata steel cut oatmeal,OM,1,1
2334,ORX,SFX,9/11/2022,58019,Belgium waffle,WF,14,13
1896,IAX,PHX,9/14/2022,58981,Scrambled eggs,O,16,4
1070,LAX,ORX,9/18/2022,60983,Zatar chicken,C,14,10
2084,UIX,IAX,9/25/2022,57040,Grilled beef tenderloin,B,7,3
2201,EWX,SAX,9/26/2022,60983,Zatar chicken,C,9,8
334,BOX,LAX,9/3/2022,53130,ASIAN VEGETARIAN MEAL,AV,1,1
1991,EWX,PDX,9/6/2022,58563,Tomato and kale baked egg,E,2,0
2190,SMX,IAX,9/8/2022,60987,Impossible Meatball Bowl,V,6,0
1410,EWX,JAX,9/9/2022,61360,Brioche cheeseburger,B,3,0
1020,CUX,IAX,9/9/2022,58109,Chicken breast entree,C,12,9
1112,SFX,LIX,9/10/2022,58272,Horchata steel cut oatmeal,OM,2,0
2453,EWX,STX,9/10/2022,58766,Gingerbread French Toast,FT,1,0
2200,IAX,DEX,9/15/2022,61360,Brioche cheeseburger,B,2,0
2364,DEX,EWX,9/24/2022,61360,Brioche cheeseburger,B,7,7
1859,IAX,AUX,9/27/2022,61529,Zatar chicken,C,7,3
1034,PTX,IAX,9/25/2022,58110,Vegetarian entree,V,8,7
795,EWX,SAX,9/28/2022,58019,Belgium waffle,WF,6,0
1023,DEX,PIX,9/26/2022,60987,Impossible Meatball Bowl,V,10,4
1023,DEX,PIX,9/26/2022,61360,Brioche cheeseburger,B,14,0
2332,EWX,MIX,9/27/2022,60987,Impossible Meatball Bowl,V,12,12
449,BOX,DEX,9/28/2022,60983,Zatar chicken,C,24,6
1051,ORX,ABX,9/30/2022,61524,Scrambled eggs,O,6,6
314,DEX,IAX,9/15/2022,60983,Zatar chicken,C,9,4
1757,YVX,LAX,9/25/2022,60983,Zatar chicken,C,12,6
1445,IAX,DCX,9/27/2022,60983,Zatar chicken,C,14,7
692,ORX,DEX,9/28/2022,58563,Tomato and kale baked egg,E,4,0
2017,SFX,ORX,9/8/2022,60987,Impossible Meatball Bowl,V,19,15
1957,EWX,SLX,9/8/2022,61530,Impossible Meatball Bowl,V,4,0
529,ORX,SFX,9/12/2022,60983,Zatar chicken,C,17,0
1212,DEX,PIX,9/13/2022,60983,Zatar chicken,C,12,12
1416,DEX,IAX,9/20/2022,58766,Gingerbread French Toast,FT,1,0
2308,DEX,LIX,9/21/2022,58480,Spaghetti squash noodles,S,6,6
488,SFX,IAX,9/23/2022,52133,Gluten-free Meal,GF,1,0
1181,SAX,DEX,9/26/2022,58019,Belgium waffle,WF,8,0
784,LAX,IAX,9/28/2022,60983,Zatar chicken,C,12,9
659,AUX,EWX,9/22/2022,60983,Zatar chicken,C,10,7
5402,BOX,ORX,9/23/2022,57994,Classic selection cheese tray,O,12,0
1883,IAX,LAX,9/24/2022,60983,Zatar chicken,C,11,0
293,EWX,SEX,9/25/2022,61360,Brioche cheeseburger,B,1,0
2617,LAX,IAX,9/30/2022,58563,Tomato and kale baked eggwhite pastry with fire ro,E,1,0
2087,IAX,LAX,9/30/2022,60983,Zatar chicken,C,10,9
2371,PHX,ORX,9/29/2022,60987,Impossible Meatball Bowl,V,16,16
1784,SFX,AUX,9/18/2022,58019,Belgium waffle,WF,8,5
1923,IAX,INX,9/23/2022,60987,Impossible Meatball Bowl,V,8,0
210,IAX,BOX,9/25/2022,55573,Seared beef short rib,B,12,4
412,SFX,DEX,9/27/2022,58981,Scrambled eggs,O,10,8
1443,EWX,PDX,9/28/2022,60987,Impossible Meatball Bowl,V,6,0
265,SAX,DEX,9/30/2022,61530,Impossible Meatball Bowl,V,5,0
1904,GUX,IAX,9/30/2022,58110,Vegetarian entree,V,6,0
1840,IAX,SFX,9/30/2022,52133,Gluten-free Meal,GF,1,0
408,TPX,ORX,9/25/2022,61524,Scrambled eggs,O,6,0
1220,LAX,OGX,9/26/2022,54759,Seared beef short rib,B,8,8
1528,SEX,ORX,9/27/2022,60987,Impossible Meatball Bowl,V,8,5
1188,BOX,SFX,9/18/2022,60987,Impossible Meatball Bowl,V,7,0
1182,LAX,IAX,9/4/2022,58019,Belgium waffle,WF,10,5
1140,EWX,PBX,9/7/2022,58764,Mediterranean Falafel Bowl,V,1,1
2214,LAX,EWX,9/1/2022,58488,Tapas,O2,25,0
6369,IAX,JAX,9/20/2022,60985,Zatar chicken,C,7,0
257,IAX,BOX,9/24/2022,60983,Zatar chicken,C,11,0
407,DEX,LGX,9/18/2022,60987,Impossible Meatball Bowl,V,6,0
2464,ORX,MCX,9/8/2022,61360,Brioche cheeseburger,B,3,0
1106,EWX,MCX,9/30/2022,60983,Zatar chicken,C,8,0
2240,DEX,SFX,9/21/2022,61360,Brioche cheeseburger,B,2,0
1548,ORX,MEX,9/21/2022,61530,Impossible Meatball Bowl,V,5,0
5627,DEX,HSX,9/28/2022,57994,Classic selection cheese tray,O,5,5
2169,SNX,ORX,9/1/2022,60987,Impossible Meatball Bowl,V,6,3
764,DEX,ORX,9/15/2022,58019,Belgium waffle,WF,16,0
2121,IAX,SEX,9/25/2022,61360,Brioche cheeseburger,B,1,0
441,DEX,LAX,9/30/2022,60983,Zatar chicken,C,10,10
1153,DEX,MSX,9/29/2022,58981,Scrambled eggs,O,9,0
1556,IAX,SEX,9/10/2022,58981,Scrambled eggs,O,11,0
248,JAX,EWX,9/13/2022,61524,Scrambled eggs,O,6,6
471,MCX,SFX,9/24/2022,58019,Belgium waffle,WF,9,0
1516,SNX,EWX,9/19/2022,60983,Zatar chicken,C,7,6
1724,SFX,KOX,9/25/2022,53014,Thai chicken,C,11,0
1600,IAX,LAX,9/29/2022,60983,Zatar chicken,C,9,0
1220,LAX,OGX,9/26/2022,61360,Brioche cheeseburger,B,1,0
2204,EWX,LAX,9/30/2022,58488,Tapas,O2,50,0
1939,IAX,MSX,9/2/2022,60983,Zatar chicken,C,10,0
261,ABX,SFX,9/4/2022,61530,Impossible Meatball Bowl,V,5,3
1878,IAX,LAX,9/4/2022,60987,Impossible Meatball Bowl,V,22,10
2615,LAX,EWX,9/8/2022,58488,Tapas,O2,22,22
1066,EWX,MEX,9/11/2022,58764,Mediterranean Falafel Bowl,V,1,0
2181,DEX,SFX,9/12/2022,58981,Scrambled eggs,O,24,12
1197,CUX,ORX,9/17/2022,58110,Vegetarian entree,V,8,7
1229,IAX,DEX,9/18/2022,58981,Scrambled eggs,O,14,7
574,SFX,ABX,9/23/2022,58272,Horchata steel cut oatmeal,OM,1,0
475,MEX,ORX,9/1/2022,58110,Vegetarian entree,V,4,4
1944,SNX,IAX,9/2/2022,60987,Impossible Meatball Bowl,V,12,5
1204,IAX,AUX,9/3/2022,58019,Belgium waffle,WF,8,2
1780,EWX,RSX,9/3/2022,60987,Impossible Meatball Bowl,V,5,0
504,IAX,ORX,9/4/2022,60987,Impossible Meatball Bowl,V,7,0
2654,IAX,ORX,9/5/2022,58563,Tomato and kale baked egg,E,2,0
1060,MFX,DEX,9/10/2022,60987,Impossible Meatball Bowl,V,12,0
425,IAX,SFX,9/2/2022,53154,Vegetarian entree,VG,1,1
1253,RSX,EWX,9/2/2022,60987,Impossible Meatball Bowl,V,5,0
2252,EWX,MEX,9/2/2022,60983,Zatar chicken,C,7,6
675,EWX,SEX,9/8/2022,58764,Mediterranean Falafel Bowl,V,1,0
459,PBX,EWX,9/11/2022,58981,Scrambled eggs,O,8,0
1558,ORX,AUX,9/1/2022,58019,Belgium waffle,WF,10,7
1852,PDX,IAX,9/3/2022,60983,Zatar chicken,C,12,12
491,ORX,LAX,9/4/2022,58764,Mediterranean Falafel Bowl,V,3,0
2357,SFX,AUX,9/5/2022,60983,Zatar chicken,C,16,6
2634,IAX,PDX,9/10/2022,58019,Belgium waffle,WF,16,14
1500,EWX,LAX,9/11/2022,15594,Vegetarian entree,VG,1,1
781,IAX,LAX,9/12/2022,60983,Zatar chicken,C,14,0
609,LAX,YVX,9/3/2022,60987,Impossible Meatball Bowl,V,2,0
166,GUX,FUX,9/1/2022,55785,Mushroom omelette,E,1,6
2484,ORX,PDX,9/2/2022,58981,Scrambled eggs,O,4,4
1246,EWX,MSX,9/6/2022,58764,Mediterranean Falafel Bowl,V,1,0
413,SFX,MEX,9/6/2022,61529,Zatar chicken,C,5,5
1549,IAX,DEX,9/8/2022,60987,Impossible Meatball Bowl,V,10,4
379,IAX,GDX,9/10/2022,60983,Zatar chicken,C,6,4
1535,LAX,EWX,9/14/2022,58019,Belgium waffle,WF,8,6
2385,LAX,IAX,9/16/2022,53106,ASIAN VEGETARIAN MEAL,AV,1,0
1170,ORX,COX,9/18/2022,58574,Belgium waffle,WF,5,3
2196,ORX,IAX,9/19/2022,61360,Brioche cheeseburger,B,2,2
1452,DEX,MCX,9/20/2022,58766,Gingerbread French Toast,FT,1,1
776,DEX,MCX,9/21/2022,58019,Belgium waffle,WF,16,8
2043,PHX,ORX,9/21/2022,58019,Belgium waffle,WF,20,14
2166,EWX,IAX,9/1/2022,58019,Belgium waffle,WF,16,0
2313,DEX,ORX,9/1/2022,60987,Impossible Meatball Bowl,V,7,0
1515,EWX,PUX,9/3/2022,58563,Tomato and kale baked egg,E,2,0
1537,EWX,TPX,9/3/2022,61530,Impossible Meatball Bowl,V,4,3
1836,DEX,YYX,9/4/2022,58764,Mediterranean Falafel Bowl,V,1,0
2136,EWX,MCX,9/4/2022,58563,Tomato and kale baked egg,E,2,0
1588,IAX,RSX,9/5/2022,60983,Zatar chicken,C,9,8
2033,SFX,TPX,9/4/2022,58019,Belgium waffle,WF,10,4
479,SAX,ORX,9/5/2022,60987,Impossible Meatball Bowl,V,16,0
2128,DEX,ATX,9/6/2022,58764,Mediterranean Falafel Bowl,V,2,0
523,SFX,JFX,9/7/2022,53014,Thai chicken,C,11,0
465,DEX,BUX,9/8/2022,58764,Mediterranean Falafel Bowl,V,4,0
413,SFX,MEX,9/10/2022,61529,Zatar chicken,C,8,7
1768,DEX,DCX,9/11/2022,58981,Scrambled eggs,O,6,6
2383,IAX,PHX,9/12/2022,60987,Impossible Meatball Bowl,V,6,3
1440,IAX,SJX,9/12/2022,60983,Zatar chicken,C,20,16
437,SFX,BWX,9/29/2022,60987,Impossible Meatball Bowl,V,6,0
1033,EWX,TPX,9/30/2022,61529,Zatar chicken,C,7,0
2457,LAX,EWX,9/13/2022,57431,Gluten-free Meal,GF,1,0
2390,ORX,RSX,9/15/2022,61360,Brioche cheeseburger,B,16,16
1729,SFX,CLX,9/16/2022,60987,Impossible Meatball Bowl,V,3,2
1055,EWX,CUX,9/18/2022,58766,Gingerbread French Toast,FT,2,0
1601,ORX,LAX,9/19/2022,61360,Brioche cheeseburger,B,2,1
1222,HNX,LAX,9/20/2022,57484,Tomato and kale baked egg,E,10,0
421,IAX,PUX,9/24/2022,61360,Brioche cheeseburger,B,2,0
2154,DEX,SNX,9/24/2022,61360,Brioche cheeseburger,B,4,0
1802,DEX,LAX,9/24/2022,60987,Impossible Meatball Bowl,V,6,2
2304,IAX,SAX,9/25/2022,61360,Brioche cheeseburger,B,4,2
1634,IAX,ORX,9/26/2022,60983,Zatar chicken,C,10,0
2381,ORX,DEX,9/27/2022,60983,Zatar chicken,C,10,0
1765,SFX,IAX,9/27/2022,58272,Horchata steel cut oatmeal,OM,2,2
2085,ORX,SFX,9/30/2022,60549,Vegetarian chili and polenta cake,V,4,4
1768,DEX,DCX,9/6/2022,58766,Gingerbread French Toast,FT,3,0
1221,BUX,DEX,9/7/2022,61530,Impossible Meatball Bowl,V,5,4
2465,SNX,ORX,9/9/2022,60987,Impossible Meatball Bowl,V,6,0
1063,LAX,ORX,9/15/2022,60983,Zatar chicken,C,12,0
540,SFX,OGX,9/17/2022,60458,Crispy Hawaiian garlic tofu,V,3,0
1125,DEX,SMX,9/19/2022,58272,Horchata steel cut oatmeal,OM,2,0
413,SFX,MEX,9/23/2022,61529,Zatar chicken,C,5,3
1250,EWX,PHX,9/13/2022,60983,Zatar chicken,C,10,10
2498,SEX,ORX,9/14/2022,60987,Impossible Meatball Bowl,V,8,3
1017,IAX,CUX,9/15/2022,60549,Vegetarian chili and polenta cake,V,1,0
6078,IAX,CHX,9/15/2022,57994,Classic selection cheese tray,O,5,5
1530,SFX,SAX,9/23/2022,61529,Zatar chicken,C,5,0
2343,DEX,MFX,9/23/2022,60983,Zatar chicken,C,5,2
483,BOX,ORX,9/24/2022,58019,Belgium waffle,WF,10,5
1829,MCX,ORX,9/24/2022,60983,Zatar chicken,C,14,12
2157,IAX,SFX,9/24/2022,60987,Impossible Meatball Bowl,V,7,7
1526,EWX,LAX,9/28/2022,61360,Brioche cheeseburger,B,8,0
1445,IAX,DCX,9/28/2022,61360,Brioche cheeseburger,B,4,0
1990,IAX,ORX,9/13/2022,60987,Impossible Meatball Bowl,V,8,7
2677,ORX,LAX,9/15/2022,60987,Impossible Meatball Bowl,V,6,0
1687,SEX,IAX,9/15/2022,58019,Belgium waffle,WF,10,0
684,DEX,SFX,9/20/2022,60549,Vegetarian chili and polenta cake,V,2,0
1885,EWX,RSX,9/25/2022,58766,Gingerbread French Toast,FT,1,0
1267,LAX,SAX,9/25/2022,60983,Zatar chicken,C,24,0
648,BOX,DEX,9/28/2022,58981,Scrambled eggs,O,10,10
1500,EWX,LAX,9/4/2022,61945,Monterey jack and red pepper egg white bites,E,31,0
1178,DEX,ATX,9/5/2022,58764,Mediterranean Falafel Bowl,V,3,0
1746,SFX,IAX,9/5/2022,61530,Impossible Meatball Bowl,V,3,2
2231,ORX,DFX,9/5/2022,61360,Brioche cheeseburger,B,2,0
236,ORX,DEX,9/7/2022,60549,Vegetarian chili and polenta cake,V,1,1
2148,MIX,EWX,9/8/2022,60987,Impossible Meatball Bowl,V,6,0
2267,LAX,EWX,9/9/2022,58019,Belgium waffle,WF,10,0
781,IAX,LAX,9/14/2022,61360,Brioche cheeseburger,B,1,0
2298,EWX,LAX,9/14/2022,58764,Mediterranean Falafel Bowl,V,1,0
2391,LAX,IAX,9/18/2022,60987,Impossible Meatball Bowl,V,7,0
347,ORX,SNX,9/19/2022,58766,Gingerbread French Toast,FT,2,0
712,EWX,FLX,9/25/2022,61530,Impossible Meatball Bowl,V,5,5
1070,LAX,ORX,9/26/2022,61360,Brioche cheeseburger,B,6,6
2483,SFX,HNX,9/8/2022,60458,Crispy Hawaiian garlic tofu,V,4,0
1998,IAX,SFX,9/9/2022,61530,Impossible Meatball Bowl,V,3,3
1652,EWX,MSX,9/10/2022,58981,Scrambled eggs,O,6,0
1662,IAX,PUX,9/10/2022,58766,Gingerbread French Toast,FT,1,0
582,DEX,INX,9/10/2022,58272,Horchata steel cut oatmeal,OM,2,0
1055,EWX,CUX,9/11/2022,58981,Scrambled eggs,O,10,0
