flight_number,origin_station_code,destination_station_code,scheduled_departure_date,arrival_delay_group,departure_delay_group,entity,verbatim_text,seat_factor_band,ques_verbatim_text,loyalty_program_level,fleet_type_description,fleet_usage,response_group
41,EWX,FCX,2022-09-12,Delayed,Delayed,Atlantic,While the food was hot the menu leaves something to be desired. Quinoa is an ingredient that could be replaced with Oreo.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B777-300,Mainline,member
925,IAX,LHX,2022-09-12,Delayed,Delayed,Atlantic,The Pinot noir was kind of a fruit bomb of a wine. Did not have more than a couple sips.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B767-300,Mainline,member
1461,DEX,STX,2022-09-13,Delayed,Delayed,Domestic,No.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,A320-200,Mainline,non-member
1860,EWX,IAX,2022-09-13,Early & Ontime,Early & Ontime,Domestic,There really was no food or beverage offered in 1st class on this flight—only a glass of water.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A320-200,Mainline,member
663,EWX,DFX,2022-09-13,Early & Ontime,Delayed,Domestic,Portions too small and pret.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,A320-200,Mainline,member
5752,SFX,SMX,2022-09-13,Delayed,Early & Ontime,Domestic,Too short for service.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,CRJ-200,Express,member
333,PDX,ORX,2022-09-14,Early & Ontime,Early & Ontime,Domestic,"When getting a soft drink, the flight attendant should always offer the whole can.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member
2401,BOX,SFX,2022-09-14,Early & Ontime,Early & Ontime,Domestic,"It would be good to allow more preorder of the meal items. I tried to preorder shortly after I received the notification, but all of the food items were already sold out. Thus, I ended up preordering a Tapas snack box, which I then swapped to the burger on board when they had inventory.",80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B737-MAX9,Mainline,member
3587,EWX,GSX,2022-09-14,Delayed,Delayed,Domestic,On my first flight segment from Milan to Newark I pre-selected a vegan meal. They provided me a curry dish with Chicken in it and a salad with some white creamy dressing. Clearly NOT a vegan meal.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,ERJ-170,Express,member
1918,IAX,MEX,2022-09-13,Early & Ontime,Early & Ontime,Domestic,No.,0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,A320-200,Mainline,non-member
5516,GSX,DEX,2022-09-13,Early & Ontime,Early & Ontime,Domestic,"When we first took off the flight attendants told us there were no snacks, the previous employees had failed to refill, but then later on they gave us a choice between strop waffles and pretzels so I think they found some somewhere. I felt bad for the flight attendants for having to deal with that. They were great though!.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,ERJ-175,Express,member
339,BTX,IAX,2022-09-14,Delayed,Early & Ontime,Domestic,No snack.,0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A320-200,Mainline,member
2602,DEX,RSX,2022-09-15,Early & Ontime,Delayed,Domestic,I wanted to comment on the United Club food - eggs and bacon ar very good addition.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,B737-MAX9,Mainline,member
46,ZRX,SFX,2022-09-15,Delayed,Delayed,Atlantic,"Great offer!. Meal, snack, water, and so on.",80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B777-200,Mainline,non-member
4368,MFX,IAX,2022-09-10,Early & Ontime,Early & Ontime,Domestic,None.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,ERJ-145,Express,member
4503,LGX,IAX,2022-09-15,Early & Ontime,Early & Ontime,Domestic,Thank you for carrying Buffalo Trace!. It is the best bourbon that you can not find in stores around the US.,0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier platinum,CRJ-550,Express,member
935,EWX,LHX,2022-09-15,Early & Ontime,Early & Ontime,Atlantic,Oatmeal breakfast had a good mix of items.,70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B767-300,Mainline,non-member
6,IAX,LHX,2022-09-15,Early & Ontime,Early & Ontime,Atlantic,There was no choice in snacks only pretzels given on both flights. Pretzels are too dry and tasteless.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-9,Mainline,member
2606,SAX,DEX,2022-09-15,Delayed,Early & Ontime,Domestic,Why can not bottles be used instead of cans?. I am on a flight with turbulence with a cup full of water and ice. Makes no sense.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A319-100,Mainline,member
1870,SFX,IAX,2022-09-15,Early & Ontime,Early & Ontime,Domestic,no.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,B777-300,Mainline,member
1430,IAX,EWX,2022-09-16,Early & Ontime,Early & Ontime,Domestic,"Not offered water, drink or anything before take off. Had to go to section behind to ask for water to take some medicine.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,global services,B777-200,Mainline,member
2010,IAX,PIX,2022-09-16,Early & Ontime,Early & Ontime,Domestic,Change up the snacks sometimes.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,A319-100,Mainline,non-member
951,IAX,BRX,2022-09-14,Early & Ontime,Delayed,Atlantic,Food quality was better before pandemic.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B777-300,Mainline,member
2628,ORX,IAX,2022-09-15,Early & Ontime,Early & Ontime,Domestic,My connecting flight from Des Moines was on time. everything in O'Hare was closing. there was no food available. It would have been nice to have offered the snack boxes for sale but that was not an option for an 8pm flight. Did not arrive in IAD until midnight and of course everything was closed outside the airport.,70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,B737-800,Mainline,member
1970,EWX,SEX,2022-09-16,Early & Ontime,Early & Ontime,Domestic,Such a small amount but I get it [amount] you do not want anyone getting drunk on the plane.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-900,Mainline,non-member
1020,CUX,IAX,2022-09-17,Early & Ontime,Early & Ontime,Latin,"No, this flight was very good. Wish we could have preordered our meal and had more beverages but the attendants were too busy making meals.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member
318,EWX,DUX,2022-09-16,Early & Ontime,Delayed,Atlantic,Meal was not hot or as good wuality of items as the flight from Dublin to Newark. Much better quality on.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B757-200,Mainline,member
2047,MCX,EWX,2022-09-17,Early & Ontime,Early & Ontime,Domestic,They are to expensive. $10. For Baileys?.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member
886,FCX,IAX,2022-09-17,Early & Ontime,Early & Ontime,Atlantic,"The ability to purchase other snacks was not briefed (or I missed it if it was). Given that passengers are told to have an active credit card in their so that onboard snacks can be purchased, this seems odd.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-8,Mainline,member
886,FCX,IAX,2022-09-17,Early & Ontime,Early & Ontime,Atlantic,Why would you serve a barley salad when the chicken came with rice?. Too many grains.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-8,Mainline,member
2376,PHX,ORX,2022-09-16,Early & Ontime,Early & Ontime,Domestic,I wondered why we were not given pretzels/nuts on this flight??.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,A319-100,Mainline,member
62,MEX,SFX,2022-09-17,Early & Ontime,Delayed,Pacific,I encourage the airline to have a greater variety of higher-end and higher quality food options. United is lacking is this area relative to other major international airlines.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,global services,B787-9,Mainline,member
587,DEX,MCX,2022-09-16,Early & Ontime,Early & Ontime,Domestic,"I was surprised that on one of our United flights they provided milk for my son. I was thrilled because that is just about all he will drink and it made my experience much better that there was milk onboard. I also loved being served champagne before we took off, and feel paying for First Class was totally worth it just for that!.",80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-800,Mainline,non-member
697,DEX,FCX,2022-09-17,Early & Ontime,Delayed,Domestic,Would have like to been offered a comp snack like pretzels.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-800,Mainline,non-member
697,DEX,FCX,2022-09-17,Early & Ontime,Delayed,Domestic,Pretty small portions.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,B737-800,Mainline,member
2281,LAX,BOX,2022-09-17,Delayed,Early & Ontime,Domestic,No.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-MAX9,Mainline,member
1197,CUX,ORX,2022-09-15,Early & Ontime,Early & Ontime,Latin,we were not offer any food or snacks.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-900,Mainline,non-member
2197,AUX,IAX,2022-09-15,Early & Ontime,Early & Ontime,Domestic,No thank you.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-800,Mainline,member
305,IAX,JAX,2022-09-18,Early & Ontime,Delayed,Domestic,Pretzels tasted a little stale.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,A319-100,Mainline,member
2000,SFX,DEX,2022-09-14,Early & Ontime,Delayed,Domestic,The fruit in the fruitbowl part of the meal was surprisingly good.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,global services,B777-200,Mainline,member
